,poi_id,name,build_year,demolished_year,address,latitude,longitude,external_url,image_url,heritage_status,current_use,poi_type,source,details,style,category,cleaned_year,build_decade,poi_type_simple,sim_rating
2904,3079,1C Sultan Street,unknown,,1C Sultan Street Bloor-Yorkville Toronto,43.66853,-79.38995,http://www.acotoronto.ca/show_building.php?BuildingID=3055,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/1CSultan.jpg,Heritage property,Residential,Detached house,http://www.acotoronto.ca/,,Second empire,,,,Building,0.0
2905,3080,307 Sumach Street,unknown,,307 Sumach Street Cabbagetown Toronto,43.6641,-79.36159,http://www.acotoronto.ca/show_building.php?BuildingID=4956,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/307SumachSt.jpg,Cabbagetown South Heritage Conservation District,Residential,Detached house,http://www.acotoronto.ca/,,Second empire,,,,Building,0.0
2906,3081,416-418 Sumach Street,unknown,,416-418 Sumach Street Cabbagetown Toronto,43.66783,-79.36361,http://www.acotoronto.ca/show_building.php?BuildingID=4687,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/416-418Sumach.jpg,Cabbagetown North Heritage Conservation District,Residential,Semi-detached house,http://www.acotoronto.ca/,,Second empire,,,,Building,0.0
2907,3082,420-422 Sumach Street,1886,,420-422 Sumach Street Cabbagetown Toronto,43.66791,-79.36362,http://www.acotoronto.ca/show_building.php?BuildingID=4685,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/420-422Sumach.jpg,Cabbagetown North Heritage Conservation District,Residential,Semi-detached house,http://www.acotoronto.ca/,,Second empire,,1886.0,1880.0,Building,0.0
2908,3083,442-444 Sumach Street,1888,,442-444 Sumach Street Cabbagetown Toronto,43.66897,-79.36401,http://www.acotoronto.ca/show_building.php?BuildingID=4680,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/442-444Sumach.jpg,Cabbagetown North Heritage Conservation District,Residential,Semi-detached house,http://www.acotoronto.ca/,,Second empire,,1888.0,1880.0,Building,0.0
2909,3084,446-448 Sumach Street,1886,,446-448 Sumach Street Cabbagetown Toronto,43.66907,-79.36406,http://www.acotoronto.ca/show_building.php?BuildingID=4683,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/446-448Sumach.jpg,Cabbagetown North Heritage Conservation District,Residential,Semi-detached house,http://www.acotoronto.ca/,,Second empire,,1886.0,1880.0,Building,0.0
2910,3085,450-452 Sumach Street,1886,,450-452 Sumach Street Cabbagetown Toronto,43.66916,-79.36409,http://www.acotoronto.ca/show_building.php?BuildingID=4682,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/450-452Sumach.jpg,Cabbagetown North Heritage Conservation District,Residential,Semi-detached house,http://www.acotoronto.ca/,,Second empire,,1886.0,1880.0,Building,0.0
2911,3086,454-456 Sumach Street,1886,,454-456 Sumach Street Cabbagetown Toronto,43.66922,-79.36414,http://www.acotoronto.ca/show_building.php?BuildingID=4681,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/454-456Sumach.jpg,Cabbagetown North Heritage Conservation District,Residential,Semi-detached house,http://www.acotoronto.ca/,,Second empire,,1886.0,1880.0,Building,0.0
2912,3087,31 Sussex Avenue,1879,,31 Sussex Avenue University of Toronto Toronto,43.66473,-79.40134,http://www.acotoronto.ca/show_building.php?BuildingID=6618,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/31SussexAve.jpg,Heritage property,Residential,Detached house,http://www.acotoronto.ca/,Date is approximate.,Second empire,,1879.0,1870.0,Building,0.0
2913,3088,4-6 Sword Street,unknown,,4-6 Sword Street Cabbagetown Toronto,43.66367,-79.36059,http://www.acotoronto.ca/show_building.php?BuildingID=5133,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/4-6SwordSt.jpg,Cabbagetown South Heritage Conservation District,Residential,Semi-detached house,http://www.acotoronto.ca/,,Second empire,,,,Building,0.0
2945,3120,570-572 Yonge Street,1876,,570-572 Yonge Street Downtown Toronto,43.66503,-79.3848,http://www.acotoronto.ca/show_building.php?BuildingID=2509,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/570-572Yonge.jpg,Historic Yonge Street Heritage Conservation District,Commercial,Low-rise,http://www.acotoronto.ca/,"This building is one of three remnants of what used to be a continuous block at 570-584 Yonge. This is a 2.5 storey building designed in a Second Empire style. It is part of a row of similarly designed units. It has a mansard roof, and originally would have had bell cast dormers. It is clad in red brick with poly-chromatic brickwork. The roof has projecting eaves, under which is a simple cornice moulding, brackets and fascia of red and buff brick panels between brackets. Window openings have segmented arched heads with limestone keystone and tapered voussoirs in double rows of alternating brick.",Second empire,,1876.0,1870.0,Building,0.0
2947,3122,582-584 Yonge Street,1876,,582-584 Yonge Street Downtown Toronto,43.66522,-79.38491,http://www.acotoronto.ca/show_building.php?BuildingID=2511,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/582-584Yonge.jpg,Historic Yonge Street Heritage Conservation District,Commercial,Low-rise,http://www.acotoronto.ca/,"This building is one of three remnants of what used to be a continuous block at 570-584 Yonge. This building is a unit of a row of eight 2.5 storey, polychromatic brick shops in a Second Empire Style. It has a bellÍ²cast mansard roof with central dormer. The dormer has a semiÍ²circular roof over a bracketed wood framed window opening with a semiÍ²circular head. The roof, clad with black shingles, has projecting eaves. Under the eaves there is a simple cornice moulding, brackets, and a fascia of painted brick with brick panels between the brackets.",Second empire,,1876.0,1870.0,Building,0.0
2882,3057,41-43 Rosedale Road,1883,,41-43 Rosedale Road Rosedale Toronto,43.67692,-79.38433,http://www.acotoronto.ca/show_building.php?BuildingID=2424,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/41-43Rosedale.jpg,South Rosedale Heritage Conservation District,Residential,Semi-detached house,http://www.acotoronto.ca/,"First Occupant: Morphy, George Sisson (43 Rosedale) 

First OccupantÂ´s Occupation: Morphy & Niven stockbrokers (43 Rosedale)",Second empire,,1883.0,1880.0,Building,0.0
2990,3165,114 Avenue Road,1890,,114 Avenue Road The Annex Toronto,43.67353,-79.39636,http://www.acotoronto.ca/show_building.php?BuildingID=2664,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/114AvenueRd.jpg,East Annex Heritage Conservation District,Commercial,Detached house,http://www.acotoronto.ca/,,Toronto Bay and Gable,,1890.0,1890.0,Building,0.0
2996,3171,52-54 Beaconsfield Avenue,1887,,52-54 Beaconsfield Avenue Trinity-Bellwoods Toronto,43.64498,-79.42581,http://www.acotoronto.ca/show_building.php?BuildingID=6433,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/52-54Beaconsfield.jpg,Heritage property,Residential,Semi-detached house,http://www.acotoronto.ca/,,Toronto Bay and Gable,,1887.0,1880.0,Building,0.0
2995,3170,51-53 Beaconsfield Avenue,1888,,51-53 Beaconsfield Avenue Trinity-Bellwoods Toronto,43.64492,-79.42528,http://www.acotoronto.ca/show_building.php?BuildingID=6301,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/51-53BeaconsfieldAve.jpg,Heritage property,Residential,Semi-detached house,http://www.acotoronto.ca/,,Toronto Bay and Gable,,1888.0,1880.0,Building,0.0
2994,3169,47 Beaconsfield Avenue,1888,,47 Beaconsfield Avenue Trinity-Bellwoods Toronto,43.64478,-79.42523,http://www.acotoronto.ca/show_building.php?BuildingID=6298,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/47BeaconsfieldAve.jpg,Heritage property,Residential,Semi-detached house,http://www.acotoronto.ca/,"This was formerly a semi-detached house, but is now a single residence.",Toronto Bay and Gable,,1888.0,1880.0,Building,0.0
2993,3168,39-45 Beaconsfield Avenue,1888,,39-45 Beaconsfield Avenue Trinity-Bellwoods Toronto,43.64474,-79.42521,http://www.acotoronto.ca/show_building.php?BuildingID=6300,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/39-45BeaconsfieldAve.jpg,Heritage property,Residential,Rowhouse,http://www.acotoronto.ca/,,Toronto Bay and Gable,,1888.0,1880.0,Building,0.0
2992,3167,20 Beaconsfield Avenue,1888,,20 Beaconsfield Avenue Trinity-Bellwoods Toronto,43.64386,-79.42544,http://www.acotoronto.ca/show_building.php?BuildingID=6430,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/20Beaconsfield.jpg,Heritage property,Residential,Detached house,http://www.acotoronto.ca/,,Toronto Bay and Gable,,1888.0,1880.0,Building,0.0
2991,3166,16-18 Beaconsfield Avenue,1886,,16-18 Beaconsfield Avenue Trinity-Bellwoods Toronto,43.64379,-79.42532,http://www.acotoronto.ca/show_building.php?BuildingID=6429,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/16-18Beaconsfield.jpg,Heritage property,Residential,Semi-detached house,http://www.acotoronto.ca/,,Toronto Bay and Gable,,1886.0,1880.0,Building,0.0
2989,3164,84-86 Avenue Road,1888,,84-86 Avenue Road The Annex Toronto,43.67216,-79.39585,http://www.acotoronto.ca/show_building.php?BuildingID=5276,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/84-86AvenueRd.jpg,East Annex Heritage Conservation District,Commercial,Semi-detached house,http://www.acotoronto.ca/,,Toronto Bay and Gable,,1888.0,1880.0,Building,0.0
2948,3123,586 Yonge Street,1876,,586 Yonge Street Downtown Toronto,43.66526,-79.38493,http://www.acotoronto.ca/show_building.php?BuildingID=2514,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/586Yonge.jpg,Historic Yonge Street Heritage Conservation District,Commercial,Low-rise,http://www.acotoronto.ca/,"This is a 2.5 storey Second Empire Style building with a bell cast mansard roof and brick firewalls on either side. There are two semiÍ²circular dormers with decorated hoods that are supported by white corbelled brackets and have white trim and lug sills.
The roof eave projects to form an entablature which consists of molded frieze and dentil moulding supported by double brackets at each end Í² all painted white. There are 3 rectangular window openings each with a slightly curved top, plain white trim, large white keystone, and white moulded lug sill.",Second empire,,1876.0,1870.0,Building,0.0
2988,3163,124 Amelia Street,unknown,,124 Amelia Street Cabbagetown Toronto,43.66852,-79.36468,http://www.acotoronto.ca/show_building.php?BuildingID=3888,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/124Amelia.jpg,Cabbagetown North Heritage Conservation District,Residential,Detached house,http://www.acotoronto.ca/,,Toronto Bay and Gable,,,,Building,0.0
2987,3162,120 Amelia Street,unknown,,120 Amelia Street Cabbagetown Toronto,43.66844,-79.36474,http://www.acotoronto.ca/show_building.php?BuildingID=3886,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/120Amelia.jpg,Cabbagetown North Heritage Conservation District,Residential,Detached house,http://www.acotoronto.ca/,,Toronto Bay and Gable,,,,Building,0.0
2986,3161,114-116 Amelia Street,unknown,,114-116 Amelia Street Cabbagetown Toronto,43.66836,-79.3649,http://www.acotoronto.ca/show_building.php?BuildingID=3897,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/114-116Amelia.jpg,Cabbagetown North Heritage Conservation District,Residential,Semi-detached house,http://www.acotoronto.ca/,,Toronto Bay and Gable,,,,Building,0.0
2985,3160,110-112 Amelia Street,unknown,,110-112 Amelia Street Cabbagetown Toronto,43.66834,-79.36503,http://www.acotoronto.ca/show_building.php?BuildingID=3906,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/110-112Amelia.jpg,Cabbagetown North Heritage Conservation District,Residential,Semi-detached house,http://www.acotoronto.ca/,,Toronto Bay and Gable,,,,Building,0.0
2984,3159,108 Amelia Street,unknown,,108 Amelia Street Cabbagetown Toronto,43.6683,-79.36517,http://www.acotoronto.ca/show_building.php?BuildingID=3905,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/108Amelia.jpg,Cabbagetown North Heritage Conservation District,Residential,Detached house,http://www.acotoronto.ca/,,Toronto Bay and Gable,,,,Building,0.0
2983,3158,104-106 Amelia Street,unknown,,104-106 Amelia Street Cabbagetown Toronto,43.66828,-79.36524,http://www.acotoronto.ca/show_building.php?BuildingID=3904,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/104-106Amelia.jpg,Cabbagetown North Heritage Conservation District,Residential,Semi-detached house,http://www.acotoronto.ca/,,Toronto Bay and Gable,,,,Building,0.0
2997,3172,55-57 Beaconsfield Avenue,1888,,55-57 Beaconsfield Avenue Trinity-Bellwoods Toronto,43.64503,-79.42533,http://www.acotoronto.ca/show_building.php?BuildingID=6302,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/55-57BeaconsfieldAve.jpg,Heritage property,Residential,Semi-detached house,http://www.acotoronto.ca/,,Toronto Bay and Gable,,1888.0,1880.0,Building,0.0
2998,3173,59-71 Beaconsfield Avenue,1890,,59-71 Beaconsfield Avenue Trinity-Bellwoods Toronto,43.64535,-79.42541,http://www.acotoronto.ca/show_building.php?BuildingID=6304,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/59-71BeaconsfieldAve1.jpg,Heritage property,Residential,Rowhouse,http://www.acotoronto.ca/,,Toronto Bay and Gable,,1890.0,1890.0,Building,0.0
2999,3174,106-108 Berkeley Street,1886,,106-108 Berkeley Street Downtown East Toronto,43.628719329834,-79.4128265380859,http://www.acotoronto.ca/show_building.php?BuildingID=4242,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/106-108Berkeley.jpg,No heritage status,Residential,Semi-detached house,http://www.acotoronto.ca/,,Toronto Bay and Gable,,1886.0,1880.0,Building,0.0
3000,3175,110-112 Berkeley Street,1886,,110-112 Berkeley Street Downtown East Toronto,43.628719329834,-79.4128265380859,http://www.acotoronto.ca/show_building.php?BuildingID=4240,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/110-112Berkeley.jpg,No heritage status,Residential,Semi-detached house,http://www.acotoronto.ca/,,Toronto Bay and Gable,,1886.0,1880.0,Building,0.0
3001,3176,111-113 Berkeley Street,1882,,111-113 Berkeley Street Downtown East Toronto,43.628719329834,-79.4128265380859,http://www.acotoronto.ca/show_building.php?BuildingID=2119,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/111-113Berkeley.jpg,Heritage property,Residential,Semi-detached house,http://www.acotoronto.ca/,,Toronto Bay and Gable,,1882.0,1880.0,Building,0.0
3002,3177,James Vance House,1845,,115-117 Berkeley Street Downtown East Toronto,43.628719329834,-79.4128265380859,http://www.acotoronto.ca/show_building.php?BuildingID=2198,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/JamesVanceHouse.jpg,Heritage property,Residential,Semi-detached house,http://www.acotoronto.ca/,"The house at 115 Berkeley was actually built in 1845 in the Georgian style. It was later remodelled and added to, and at that time the style of the house was updated.",Toronto Bay and Gable,,1845.0,1840.0,Building,0.0
3003,3178,376 Berkeley Street,1883,,376 Berkeley Street Downtown East Toronto,43.628719329834,-79.4128265380859,http://www.acotoronto.ca/show_building.php?BuildingID=2740,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/376Berkeley.jpg,Heritage property,Residential,Detached house,http://www.acotoronto.ca/,,Toronto Bay and Gable,,1883.0,1880.0,Building,0.0
3004,3179,377 Berkeley Street,1881,,377 Berkeley Street Downtown East Toronto,43.628719329834,-79.4128265380859,http://www.acotoronto.ca/show_building.php?BuildingID=2188,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/377Berkeley.jpg,Heritage property,Residential,Detached house,http://www.acotoronto.ca/,,Toronto Bay and Gable,,1881.0,1880.0,Building,0.0
3005,3180,378 Berkeley Street,1883,,378 Berkeley Street Downtown East Toronto,43.628719329834,-79.4128265380859,http://www.acotoronto.ca/show_building.php?BuildingID=2741,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/378Berkeley.jpg,Heritage property,Residential,Detached house,http://www.acotoronto.ca/,,Toronto Bay and Gable,,1883.0,1880.0,Building,0.0
