,Address,Bld_link,Companies,Completed,Current use,Demolished,Heritage,Image,Name,Notes,Style,Type
88,1-3 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=4904,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/1-3NasmithAve.jpg,1-3 Nasmith Avenue,,Arts and Crafts,Semi-detached house
89,2-4 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=5116,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/2-4NasmithAve.jpg,2-4 Nasmith Avenue,,Arts and Crafts,Semi-detached house
90,5-7 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=4905,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/5-7NasmithAve.jpg,5-7 Nasmith Avenue,,Arts and Crafts,Semi-detached house
91,6-8 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=5117,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/6-8NasmithAve.jpg,6-8 Nasmith Avenue,,Arts and Crafts,Semi-detached house
92,9-11 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=4906,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/9-11NasmithAve.jpg,9-11 Nasmith Avenue,,Arts and Crafts,Semi-detached house
93,10-12 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=5118,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/10-12NasmithAve.jpg,10-12 Nasmith Avenue,,Arts and Crafts,Semi-detached house
94,16-18 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=5119,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/16-18NasmithAve.jpg,16-18 Nasmith Avenue,,Arts and Crafts,Semi-detached house
95,17-19 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=4908,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/17-19NasmithAve.jpg,17-19 Nasmith Avenue,,Arts and Crafts,Semi-detached house
96,20-22 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=5120,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/20-22NasmithAve.jpg,20-22 Nasmith Avenue,,Arts and Crafts,Semi-detached house
97,21-23 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=4909,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/21-23NasmithAve.jpg,21-23 Nasmith Avenue,,Arts and Crafts,Semi-detached house
98,24-26 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=5121,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/24-26NasmithAve.jpg,24-26 Nasmith Avenue,,Arts and Crafts,Semi-detached house
99,25-27 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=4910,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/25-27NasmithAve.jpg,25-27 Nasmith Avenue,,Arts and Crafts,Semi-detached house
100,28-30 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=5122,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/28-30NasmithAve.jpg,28-30 Nasmith Avenue,,Arts and Crafts,Semi-detached house
101,29-31 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=4911,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/29-31NasmithAve.jpg,29-31 Nasmith Avenue,,Arts and Crafts,Semi-detached house
102,32-34 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=5123,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/32-34NasmithAve.jpg,32-34 Nasmith Avenue,,Arts and Crafts,Semi-detached house
103,33-35 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=4912,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/33-35NasmithAve.jpg,33-35 Nasmith Avenue,,Arts and Crafts,Semi-detached house
104,36-38 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=5124,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/36-38NasmithAve.jpg,36-38 Nasmith Avenue,,Arts and Crafts,Semi-detached house
105,37-39 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=4913,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/37-39NasmithAve.jpg,37-39 Nasmith Avenue,,Arts and Crafts,Semi-detached house
106,40-42 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=5125,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/40-42NasmithAve.jpg,40-42 Nasmith Avenue,,Arts and Crafts,Semi-detached house
107,41-43 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=4914,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/41-43NasmithAve.jpg,41-43 Nasmith Avenue,,Arts and Crafts,Semi-detached house
108,44-46 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=5126,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/44-46NasmithAve.jpg,44-46 Nasmith Avenue,,Arts and Crafts,Semi-detached house
109,45 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=4892,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/45NasmithAve.jpg,45 Nasmith Avenue,,Arts and Crafts,Detached house
110,48 Nasmith Avenue Cabbagetown Toronto,show_building.php?BuildingID=5115,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/48NasmithAve.jpg,48 Nasmith Avenue,,Arts and Crafts,Detached house
111,130 Old Kingston Road West Hill Scarborough,show_building.php?BuildingID=8826,,1913,Public washroom,,Heritage property,/tobuilt_bk/php/Buildingimages/MillerLashCarriage1.jpg,Miller Lash Estate Carriage House,This former carriage house for the Miller Lash estate now serves as washrooms to visitors of the park.,Arts and Crafts,Detached house
112,130 Old Kingston Road West Hill Scarborough,show_building.php?BuildingID=8827,"['+VG Architects  The Ventin Group, Ltd.']",1913,,,Heritage property,/tobuilt_bk/php/Buildingimages/MillerLash1.jpg,Miller Lash Estate,This house now serves as an event location.,Arts and Crafts,Detached house
113,16 Parkview Avenue Cabbagetown Toronto,show_building.php?BuildingID=5535,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/16ParkviewAve.jpg,16 Parkview Avenue,,Arts and Crafts,Detached house
114,148 Tecumseth Street Niagara Toronto,show_building.php?BuildingID=5226,"['Langley & Langley', 'Burke & Horwood']",1897,Religious,,Heritage property,/tobuilt_bk/php/Buildingimages/UkranianEvangelicalChurch.jpg,Ukrainian Evangelical Baptist Church,,Arts and Crafts,Religious
115,38 Walmer Road The Annex Toronto,show_building.php?BuildingID=5301,['Langley & Burke'],1892,Religious,,Heritage property,/tobuilt_bk/php/Buildingimages/WalmerRdBaptistChurch1.jpg,Walmer Road Baptist Church,,Arts and Crafts,Religious
116,49 Weybourne Crescent Lawrence Park North York,show_building.php?BuildingID=11627,,1922,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/16d6e7e3.jpg,49 Weybourne Crescent,,Arts and Crafts,Low-rise
117,92 Winchester Street Cabbagetown Toronto,show_building.php?BuildingID=3764,['Smith & Gemmell'],1898,Residential,,Cabbagetown-Metcalfe Heritage Conservation District,/tobuilt_bk/php/Buildingimages/92Winchester.jpg,92 Winchester Street,,Arts and Crafts,Detached house
118,94-96 Winchester Street Cabbagetown Toronto,show_building.php?BuildingID=3765,['Smith & Gemmell'],1898,Residential,,Cabbagetown-Metcalfe Heritage Conservation District,/tobuilt_bk/php/Buildingimages/94-96Winchester.jpg,Henry S. Scott House,,Arts and Crafts,Semi-detached house
119,98 Winchester Street Cabbagetown Toronto,show_building.php?BuildingID=3766,['Smith & Gemmell'],1898,Residential,,Cabbagetown-Metcalfe Heritage Conservation District,/tobuilt_bk/php/Buildingimages/98Winchester.jpg,98 Winchester Street,,Arts and Crafts,Detached house
120,116-118 Winchester Street Cabbagetown Toronto,show_building.php?BuildingID=3769,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/116-118Winchester.jpg,116-118 Winchester Street,,Arts and Crafts,Semi-detached house
121,131-131A Winchester Street Cabbagetown Toronto,show_building.php?BuildingID=6588,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/131-131AWinchesterSt.jpg,131-131A Winchester Street,,Arts and Crafts,Semi-detached house
122,133 Winchester Street Cabbagetown Toronto,show_building.php?BuildingID=6589,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/133WinchesterSt.jpg,133 Winchester Street,,Arts and Crafts,Detached house
123,153-155 Winchester Street Cabbagetown Toronto,show_building.php?BuildingID=6586,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/153-155WinchesterSt.jpg,153-155 Winchester Street,,Arts and Crafts,Semi-detached house
124,20 Chestnut Park Rosedale Toronto,show_building.php?BuildingID=4386,['Alfred E. Boultbee'],1905,Residential,,South Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/20ChestnutPark.jpg,Robert Grieg House,"First Occupant: Greig, Robert

First OccupantÂ´s Occupation: Pres The Robert Greig Co. Ltd.",American colonial,Detached house
125,22 Chestnut Park Rosedale Toronto,show_building.php?BuildingID=4388,['Alfred E. Boultbee'],1905,Residential,,South Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/22ChestnutPark.jpg,22 Chestnut Park,"First Occupant: Falconbridge, John D.

First OccupantÂ´s Occupation: Lawyer (Cassels, Brock, Kelly)",American colonial,Detached house
126,106 Bedford Road The Annex Toronto,show_building.php?BuildingID=4292,,1902,Residential,,East Annex Heritage Conservation District,/tobuilt_bk/php/Buildingimages/106BedfordRd.jpg,106 Bedford Road,,Annex Style,Detached house
127,90 Madison Avene The Annex Toronto,show_building.php?BuildingID=10403,,1906,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/691993c2.jpg,90 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours. The 2.5 storey detached building, with appearance of a side or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration.  Features representative of the Annex style include red brick, rustic stone sills and lintels, Queen Anne faceted dormer, recessed entry, masonry porch, and sleeping balcony. Large non-contributing addition to the south was added during the period of HCD study.",Annex Style,
128,12 Madison Avenue The Annex Toronto,show_building.php?BuildingID=5651,,1892,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/12Madison1.jpg,Ecology House,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey detached building, with appearance of a sidehall or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick with basketweave panels, rusticated stone foundations and ashlar sills, terra cotta shingling and details, front facing Queen Anne gable, recessed entry, and semi circular arches.",Annex Style,Detached house
129,14 Madison Avenue The Annex Toronto,show_building.php?BuildingID=5326,,1893,Restaurant,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/14Madison.jpg,14 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey detached building, with appearance of a sidehall or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick with basketweave panels, rusticated stone foundations and ashlar sills, terra cotta shingling and details, front facing Queen Anne gable, recessed entry, and semi circular arches.",Annex Style,Detached house
130,16 Madison Avenue The Annex Toronto,show_building.php?BuildingID=5327,,1893,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/16-18Madison.jpg,16 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey asymmetric semi-detached building, with appearance of a centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone foundations and sills,terra cotta shingling , front facing gable, recessed entry, and semi circular arches. Former sleeping porch has been filled in.",Annex Style,Semi-detached house
131,17 Madison Avenue The Annex Toronto,show_building.php?BuildingID=3989,,1892,Cultural centre,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/17-19MadisonAv.jpg,17 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey asymmetric semi-detached building, with appearance of side hall or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include complex patterned red brick, rusticated stone foundations and sills, terra cotta shingling, front facing gable, carved sandstone, basketweave terra cotta, recessed entry, and semi circular arches.",Annex Style,Semi-detached house
