address,artist,build_year,details,latitude,longitude,name,poi_type,poi_type_simple,source
110 Wellesley St W Toronto ON  ,"BROCK, SIR THOMAS",1969,"Public Art.  
 Media: BRONZE
 LOCATION: OUTDOORS
 PARK NAME: QUEEN'S PARK
 NEAR STREET: QUEENS PARK CRES W
 NEAR CROSS-STREET: WELLESLEY ST W",43.664870836,-79.391771511,KING EDWARD VII,"Public Art, BRONZE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
110 Wellesley St W Toronto ON  ,"DAM DE NOGALES, EDWINA DN VERONICA",2008,"Public Art.  
 Media: BRONZE
 LOCATION: OUTDOORS
 PARK NAME: QUEEN'S PARK
 NEAR STREET: QUEENS PARK CRES E
 NEAR CROSS-STREET: ST JOSEPH ST",43.664870836,-79.391771511,AL PURDY,"Public Art, BRONZE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
460 Crawford St Toronto ON M6G 3J6,"LEROUX, JOHN",1998,"Public Art.  
 Media: MASONRY
 LOCATION: OUTDOORS
 NEAR STREET: CRAWFORD ST
 NEAR CROSS-STREET: DEWSON ST",43.6567124373,-79.4200695491,MEMORY BANKS,"Public Art, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
50 Kendal Ave Toronto ON  ,"AALTONEN, WAINO VALDEMAR",1959,"Public Art.  
 Media: BRONZE, MASONRY
 LOCATION: OUTDOORS
 PARK NAME: JEAN SIBELIUS SQUARE
 NEAR STREET: KENDAL AVE
 NEAR CROSS-STREET: BERNARD AVE",43.671157915,-79.409083467,JEAN SIBELIUS MONUMENT,"Public Art, BRONZE, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
278 Dupont St Toronto ON  ,"SUTHERLAND, JAMES",1977,"Public Art.  
 Media: GLASS MOSAIC TILE
 LOCATION: INDOORS
 NEAR STREET: DUPONT ST
 NEAR CROSS-STREET: SPADINA RD",43.6750578741,-79.4074624012,SPADINA SUMMER UNDER ALL SEASONS,"Public Art, GLASS MOSAIC TILE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
276 St Clair Ave E Toronto ON  ,"WYLE, FLORENCE",1984,"Public Art.  
 Media: BRONZE, MASONRY
 LOCATION: OUTDOORS
 PARK NAME: LORING/WYLE PARKETTE
 NEAR STREET: MOUNT PLEASANT RD
 NEAR CROSS-STREET: ST CLAIR AVE E",43.690661218,-79.383160787,THE HARVESTER,"Public Art, BRONZE, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
276 St Clair Ave E Toronto ON  ,"WYLE, FLORENCE",1938,"Public Art.  
 Media: BRONZE, MASONRY
 LOCATION: OUTDOORS
 PARK NAME: LORING/WYLE PARKETTE
 NEAR STREET: MOUNT PLEASANT RD
 NEAR CROSS-STREET: ST CLAIR AVE E",43.690661218,-79.383160787,YOUNG GIRL,"Public Art, BRONZE, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
276 St Clair Ave E Toronto ON  ,"WYLE, FLORENCE",1984,"Public Art.  
 Media: BRONZE, MASONRY
 LOCATION: OUTDOORS
 PARK NAME: LORING/WYLE PARKETTE
 NEAR STREET: MOUNT PLEASANT RD
 NEAR CROSS-STREET: ST CLAIR AVE E",43.690661218,-79.383160787,LORING,"Public Art, BRONZE, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
480 Avenue Rd Toronto ON  ,"FRAMPTON, SIR GEORGE JAMES",1929,"Public Art.  
 Media: BRONZE
 LOCATION: OUTDOORS
 PARK NAME: GLENN GOULD PARK
 NEAR STREET: ST CLAIR AVE W
 NEAR CROSS-STREET: AVENUE RD",43.686822825,-79.401943869,PETER PAN STATUE,"Public Art, BRONZE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
150 St Clair Ave W Toronto ON M4V 1P6,UNKNOWN,1928,"Public Art.  
 Media: TERRA COTTA
 LOCATION: OUTDOORS
 PARK NAME: AMSTERDAM SQUARE
 NEAR STREET: ST CLAIR AVE W
 NEAR CROSS-STREET: FOXBAR RD",43.687071932,-79.400565544,AMSTERDAM PARK FOUNTAIN,"Public Art, TERRA COTTA",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
124 Wembley Rd Toronto ON  ,"ZELDIN, GERALD",1997,"Public Art.  
 Media: ENAMEL ON STEEL
 LOCATION: INDOORS
 NEAR STREET: WHITMORE AVE
 NEAR CROSS-STREET: PARK HILL RD",43.7001634275,-79.435528985,SUMMERTIME STREETCAR,"Public Art, ENAMEL ON STEEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
700 Eglinton Ave W Toronto ON M5N 1B9,PAGE AND STEEL ARCHITECTS,1980,"Public Art.  
 Media: MASONRY
 LOCATION: OUTDOORS
 NEAR STREET: VESTA DR
 NEAR CROSS-STREET: EGLINTON AVE W",43.702230186,-79.42080223,FOREST HILL WAR MEMORIAL,"Public Art, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
20 King Street Cres Toronto ON M9N 1K6,"SHAW, TINY",1959,"Public Art.  
 Media: MASONRY
 LOCATION: OUTDOORS
 PARK NAME: LITTLE AVENUE MEMORIAL PARK
 NEAR STREET: WESTON RD
 NEAR CROSS-STREET: KING ST CRES",43.7003867175,-79.5207701504,WESTON CENOTAPH,"Public Art, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
29 Lower River St Toronto ON M5A 0H3,"RAFF, PAUL",2012,"Public Art.  
 Media: STAINLESS STEEL
 LOCATION: OUTDOORS
 PARK NAME: UNDERPASS PARK
 NEAR STREET: EASTERN AVE DIVERSION
 NEAR CROSS-STREET: LOWER RIVER ST",43.656036827,-79.355046748,MIRAGE,"Public Art, STAINLESS STEEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
807A Queen St E Toronto ON M4M 1H8,"MAYER, ROSA",1993,"Public Art.  
 Media: PAINTING
 LOCATION: OUTDOORS
 PARK NAME: JIMMIE SIMPSON PARK
 NEAR STREET: QUEEN ST E
 NEAR CROSS-STREET: MC GEE ST",43.6597859199,-79.3451871428,STRETCHING FROM MIND TO BODY,"Public Art, PAINTING",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
50 Montgomery Rd Toronto ON M8X 1Z4,"REITZENSTEIN, REINHARD",1997,"Public Art.  
 Media: BRONZE
 LOCATION: OUTDOORS
 PARK NAME: TOM RILEY PARK
 NEAR STREET: MONTGOMERY RD
 NEAR CROSS-STREET: BELVEDERE BLVD",43.648455251,-79.520051691,SWIMMER (THE),"Public Art, BRONZE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
750 Bloor St E Toronto ON  ,"REVINGTON, DERECK",2015,"Public Art.  
 Media: PROGRAMMED LED LIGHTS
 LOCATION: OUTDOORS
 NEAR STREET: BLOOR ST E
 NEAR CROSS-STREET: BAYVIEW AVE",43.675898908,-79.366159252,LUMINOUS VEIL,"Public Art, PROGRAMMED LED LIGHTS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
